cell,species,Landuse
7348361,Epilobium palustre,OpenDryRich
7348362,Epilobium palustre,OpenDryRich
7348363,Epilobium palustre,OpenDryRich
7348364,Epilobium palustre,OpenDryRich
7351061,Epilobium palustre,OpenDryRich
7351062,Epilobium palustre,OpenDryRich
7351063,Epilobium palustre,OpenDryRich
7351064,Epilobium palustre,OpenDryRich
7351065,Epilobium palustre,OpenDryRich
7351066,Epilobium palustre,OpenDryRich
7351067,Epilobium palustre,OpenDryRich
7351068,Epilobium palustre,OpenDryRich
7353761,Epilobium palustre,OpenDryRich
7353762,Epilobium palustre,OpenDryRich
7353763,Epilobium palustre,OpenDryRich
7353764,Epilobium palustre,OpenDryRich
7353765,Epilobium palustre,OpenDryRich
7353766,Epilobium palustre,OpenDryRich
7353767,Epilobium palustre,OpenDryRich
7353768,Epilobium palustre,OpenDryRich
7353769,Epilobium palustre,OpenDryRich
7353770,Epilobium palustre,OpenDryRich
7353771,Epilobium palustre,OpenDryRich
7356461,Epilobium palustre,OpenDryRich
7356462,Epilobium palustre,OpenDryRich
7356463,Epilobium palustre,OpenDryRich
7356464,Epilobium palustre,OpenDryRich
7356465,Epilobium palustre,OpenDryRich
7356466,Epilobium palustre,OpenDryRich
7356467,Epilobium palustre,OpenDryRich
7356468,Epilobium palustre,OpenDryRich
7356469,Epilobium palustre,OpenDryRich
7356470,Epilobium palustre,OpenDryRich
7356471,Epilobium palustre,OpenDryRich
7356472,Epilobium palustre,OpenDryRich
7356473,Epilobium palustre,OpenDryRich
7359161,Epilobium palustre,OpenDryRich
7359162,Epilobium palustre,OpenDryRich
7359163,Epilobium palustre,OpenDryRich
7359164,Epilobium palustre,OpenDryRich
7359165,Epilobium palustre,OpenDryRich
7359166,Epilobium palustre,OpenDryRich
7359167,Epilobium palustre,OpenDryRich
7359168,Epilobium palustre,OpenDryRich
7359169,Epilobium palustre,OpenDryRich
7359170,Epilobium palustre,OpenDryRich
7359171,Epilobium palustre,OpenDryRich
7359172,Epilobium palustre,OpenDryRich
7359173,Epilobium palustre,OpenDryRich
7359174,Epilobium palustre,OpenDryRich
7359175,Epilobium palustre,OpenDryRich
7361861,Epilobium palustre,OpenDryRich
7361862,Epilobium palustre,OpenDryRich
7361863,Epilobium palustre,OpenDryRich
7361864,Epilobium palustre,OpenDryRich
7361865,Epilobium palustre,OpenDryRich
7361866,Epilobium palustre,OpenDryRich
7361867,Epilobium palustre,OpenDryRich
7361868,Epilobium palustre,OpenDryRich
