"";"scientificName";"decimalLatitude";"decimalLongitude";"family";"genus";"species"
"1578";"Anthriscus sylvestris (L.) Hoffm.";56,083129;10,189202;"Apiaceae";"Anthriscus";"Anthriscus sylvestris"
"1579";"Anthriscus sylvestris (L.) Hoffm.";56,078698;10,184572;"Apiaceae";"Anthriscus";"Anthriscus sylvestris"
"1580";"Anthriscus sylvestris (L.) Hoffm.";56,078292;10,197535;"Apiaceae";"Anthriscus";"Anthriscus sylvestris"
"1581";"Cardamine pratensis L.";56,072406;10,21738;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1582";"Cardamine pratensis L.";56,059367;10,188819;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1583";"Cardamine pratensis L.";56,055323;10,184161;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1584";"Cardamine pratensis L.";56,069838;10,207456;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1585";"Cardamine pratensis L.";56,072779;10,208351;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1586";"Cardamine pratensis L.";56,069953;10,207051;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1587";"Cardamine pratensis L.";56,073681;10,217234;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1588";"Cardamine pratensis L.";56,079292;10,200273;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1589";"Cardamine pratensis L.";56,078644;10,184587;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1590";"Cardamine pratensis L.";56,07957;10,187719;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1591";"Cardamine pratensis L.";56,082964;10,189268;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1592";"Cardamine pratensis L.";56,07967;10,196557;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1593";"Cardamine pratensis L.";56,079897;10,191601;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1594";"Cardamine pratensis L.";56,082295;10,21676;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1595";"Cardamine pratensis L.";56,063556;10,170616;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1596";"Cardamine pratensis L.";56,06372;10,168233;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1597";"Cardamine pratensis L.";56,072779;10,208351;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1598";"Cardamine pratensis L.";56,069958;10,207437;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1599";"Cardamine pratensis L.";56,050768;10,155369;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1600";"Cardamine pratensis L.";56,050254;10,158509;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1601";"Cardamine pratensis L.";56,078759;10,179806;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1602";"Cardamine pratensis L.";56,084238;10,189724;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1603";"Cardamine pratensis L.";56,084259;10,196308;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1604";"Cardamine pratensis L.";56,078791;10,196353;"Brassicaceae";"Cardamine";"Cardamine pratensis"
"1605";"Equisetum arvense L.";56,052734;10,212807;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1606";"Equisetum arvense L.";56,059367;10,188819;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1607";"Equisetum arvense L.";56,055323;10,184161;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1608";"Equisetum arvense L.";56,06372;10,168233;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1609";"Equisetum arvense L.";56,071249;10,205238;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1610";"Equisetum arvense L.";56,07257;10,209591;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1611";"Equisetum arvense L.";56,070666;10,210499;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1612";"Equisetum arvense L.";56,073681;10,217234;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1613";"Equisetum arvense L.";56,082899;10,189229;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1614";"Equisetum arvense L.";56,076038;10,205674;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1615";"Equisetum arvense L.";56,08085;10,190616;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1616";"Equisetum arvense L.";56,079897;10,191601;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1617";"Equisetum arvense L.";56,078292;10,197535;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1618";"Equisetum arvense L.";56,050768;10,155369;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1619";"Equisetum arvense L.";56,052258;10,211909;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1620";"Equisetum arvense L.";56,055406;10,183842;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1621";"Equisetum arvense L.";56,082295;10,21676;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1622";"Equisetum arvense L.";56,063556;10,170616;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1623";"Equisetum arvense L.";56,059367;10,188819;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1624";"Equisetum arvense L.";56,071438;10,205925;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1625";"Equisetum arvense L.";56,050768;10,155369;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1626";"Equisetum arvense L.";56,050254;10,158509;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1627";"Equisetum arvense L.";56,079626;10,185594;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1628";"Equisetum arvense L.";56,078292;10,197535;"Equisetaceae";"Equisetum";"Equisetum arvense"
"1629";"Myosotis scorpioides L.";56,079269;10,199528;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1630";"Myosotis scorpioides L.";56,084248;10,197384;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1631";"Myosotis scorpioides L.";56,082295;10,21676;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1632";"Myosotis scorpioides L.";56,059367;10,188819;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1633";"Myosotis scorpioides L.";56,055323;10,184161;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1634";"Myosotis scorpioides L.";56,07257;10,209591;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1635";"Myosotis scorpioides L.";56,073681;10,217234;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1636";"Myosotis scorpioides L.";56,071982;10,216861;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1637";"Myosotis scorpioides L.";56,079292;10,200273;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1638";"Myosotis scorpioides L.";56,078759;10,179806;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1639";"Myosotis scorpioides L.";56,07967;10,196557;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1640";"Myosotis scorpioides L.";56,079897;10,191601;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1641";"Myosotis scorpioides L.";56,050254;10,158509;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1642";"Myosotis scorpioides L.";56,067315;10,183961;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1643";"Myosotis scorpioides L.";56,082362;10,196913;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1644";"Myosotis scorpioides L.";56,055406;10,183842;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1645";"Myosotis scorpioides L.";56,080907;10,213451;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1646";"Myosotis scorpioides L.";56,072652;10,208549;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1647";"Myosotis scorpioides L.";56,073759;10,217279;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1648";"Myosotis scorpioides L.";56,071224;10,21679;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1649";"Myosotis scorpioides L.";56,050768;10,155369;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1650";"Myosotis scorpioides L.";56,050254;10,158509;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1651";"Myosotis scorpioides L.";56,079933;10,191757;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1652";"Myosotis scorpioides L.";56,079386;10,199309;"Boraginaceae";"Myosotis";"Myosotis scorpioides"
"1653";"Valeriana sambucifolia J.C.Mikan";56,082295;10,21676;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1654";"Valeriana sambucifolia subsp. sambucifolia";56,067315;10,183961;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1655";"Valeriana sambucifolia subsp. sambucifolia";56,071394;10,205811;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1656";"Valeriana sambucifolia J.C.Mikan";56,069953;10,207051;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1657";"Valeriana sambucifolia J.C.Mikan";56,071245;10,210883;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1658";"Valeriana sambucifolia J.C.Mikan";56,073681;10,217234;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1659";"Valeriana sambucifolia J.C.Mikan";56,072742;10,216971;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1660";"Valeriana sambucifolia subsp. sambucifolia";56,079386;10,199309;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1661";"Valeriana sambucifolia subsp. sambucifolia";56,079052;10,180454;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1662";"Valeriana sambucifolia subsp. sambucifolia";56,079524;10,203205;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1663";"Valeriana sambucifolia subsp. sambucifolia";56,079897;10,191601;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1664";"Valeriana sambucifolia subsp. sambucifolia";56,067315;10,183961;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1665";"Valeriana sambucifolia subsp. sambucifolia";56,055406;10,183842;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1666";"Valeriana sambucifolia subsp. sambucifolia";56,080907;10,213451;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1667";"Valeriana sambucifolia subsp. sambucifolia";56,059367;10,188819;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1668";"Valeriana sambucifolia subsp. sambucifolia";56,066384;10,181109;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1669";"Valeriana sambucifolia subsp. sambucifolia";56,071249;10,205238;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1670";"Valeriana sambucifolia subsp. sambucifolia";56,072652;10,208549;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1671";"Valeriana sambucifolia subsp. sambucifolia";56,070666;10,210499;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1672";"Valeriana sambucifolia subsp. sambucifolia";56,070976;10,210858;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1673";"Valeriana sambucifolia subsp. sambucifolia";56,071224;10,21679;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1674";"Valeriana sambucifolia subsp. sambucifolia";56,073114;10,215877;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1675";"Valeriana sambucifolia subsp. sambucifolia";56,050254;10,158509;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1676";"Valeriana sambucifolia subsp. sambucifolia";56,071249;10,205238;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1677";"Valeriana sambucifolia subsp. sambucifolia";56,079171;10,181132;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1678";"Valeriana sambucifolia subsp. sambucifolia";56,084242;10,19;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1679";"Valeriana sambucifolia subsp. sambucifolia";56,079529;10,199975;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1680";"Valeriana sambucifolia subsp. sambucifolia";56,07957;10,201262;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1681";"Valeriana sambucifolia subsp. sambucifolia";56,066384;10,181109;"Caprifoliaceae";"Valeriana";"Valeriana sambucifolia"
"1682";"Carex disticha Huds.";56,079278;10,199527;"Cyperaceae";"Carex";"Carex disticha"
"1683";"Carex disticha Huds.";56,079971;10,192849;"Cyperaceae";"Carex";"Carex disticha"
"1684";"Carex disticha Huds.";56,084249;10,207471;"Cyperaceae";"Carex";"Carex disticha"
"1685";"Carex disticha Huds.";56,084259;10,197193;"Cyperaceae";"Carex";"Carex disticha"
"1686";"Carex disticha Huds.";56,054841;10,166739;"Cyperaceae";"Carex";"Carex disticha"
"1687";"Carex disticha Huds.";56,07257;10,209591;"Cyperaceae";"Carex";"Carex disticha"
"1688";"Carex disticha Huds.";56,079292;10,200273;"Cyperaceae";"Carex";"Carex disticha"
"1689";"Carex disticha Huds.";56,079052;10,180454;"Cyperaceae";"Carex";"Carex disticha"
"1690";"Carex disticha Huds.";56,078644;10,184587;"Cyperaceae";"Carex";"Carex disticha"
"1691";"Carex disticha Huds.";56,08411;10,190105;"Cyperaceae";"Carex";"Carex disticha"
"1692";"Carex disticha Huds.";56,084259;10,196308;"Cyperaceae";"Carex";"Carex disticha"
"1693";"Carex disticha Huds.";56,07967;10,196557;"Cyperaceae";"Carex";"Carex disticha"
"1694";"Carex disticha Huds.";56,08085;10,190616;"Cyperaceae";"Carex";"Carex disticha"
"1695";"Carex disticha Huds.";56,063556;10,170616;"Cyperaceae";"Carex";"Carex disticha"
"1696";"Carex disticha Huds.";56,072652;10,208549;"Cyperaceae";"Carex";"Carex disticha"
"1697";"Carex disticha Huds.";56,071224;10,21679;"Cyperaceae";"Carex";"Carex disticha"
"1698";"Carex disticha Huds.";56,050254;10,158509;"Cyperaceae";"Carex";"Carex disticha"
"1699";"Carex disticha Huds.";56,08088;10,190956;"Cyperaceae";"Carex";"Carex disticha"
"1700";"Carex disticha Huds.";56,084238;10,189724;"Cyperaceae";"Carex";"Carex disticha"
"1701";"Carex disticha Huds.";56,084259;10,196308;"Cyperaceae";"Carex";"Carex disticha"
"1702";"Carex disticha Huds.";56,078791;10,196353;"Cyperaceae";"Carex";"Carex disticha"
"1703";"Carex disticha Huds.";56,078698;10,184572;"Cyperaceae";"Carex";"Carex disticha"
"1704";"Carex disticha Huds.";56,079529;10,199975;"Cyperaceae";"Carex";"Carex disticha"
"1705";"Eleocharis palustris (L.) Roem. & Schult.";56,084249;10,207471;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1706";"Eleocharis palustris (L.) Roem. & Schult.";56,064858;10,206544;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1707";"Eleocharis palustris (L.) Roem. & Schult.";56,065944;10,208754;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1708";"Eleocharis palustris (L.) Roem. & Schult.";56,052734;10,212807;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1709";"Eleocharis palustris (L.) Roem. & Schult.";56,048506;10,204344;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1710";"Eleocharis palustris (L.) Roem. & Schult.";56,064484;10,206318;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1711";"Eleocharis palustris (L.) Roem. & Schult.";56,075427;10,154979;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1712";"Eleocharis palustris (L.) Roem. & Schult.";56,075516;10,161875;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1713";"Eleocharis palustris (L.) Roem. & Schult.";56,054841;10,166739;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1714";"Eleocharis palustris (L.) Roem. & Schult.";56,06983;10,20676;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1715";"Eleocharis palustris (L.) Roem. & Schult.";56,079386;10,199309;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1716";"Eleocharis palustris (L.) Roem. & Schult.";56,079897;10,191601;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1717";"Eleocharis palustris (L.) Roem. & Schult.";56,050957;10,154467;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1718";"Eleocharis palustris (L.) Roem. & Schult.";56,052258;10,211909;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1719";"Eleocharis palustris (L.) Roem. & Schult.";56,055406;10,183842;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1720";"Eleocharis palustris (L.) Roem. & Schult.";56,059971;10,186162;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1721";"Eleocharis palustris (L.) Roem. & Schult.";56,050504;10,156846;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1722";"Eleocharis palustris (L.) Roem. & Schult.";56,079171;10,181132;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1723";"Eleocharis palustris (L.) Roem. & Schult.";56,084238;10,189724;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1724";"Eleocharis palustris (L.) Roem. & Schult.";56,079915;10,211674;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1725";"Eleocharis palustris (L.) Roem. & Schult.";56,048496;10,204697;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1726";"Eleocharis palustris (L.) Roem. & Schult.";56,051408;10,208754;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1727";"Eleocharis palustris (L.) Roem. & Schult.";56,052558;10,206216;"Cyperaceae";"Eleocharis";"Eleocharis palustris"
"1728";"Equisetum fluviatile L.";56,079269;10,199528;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1729";"Equisetum fluviatile L.";56,052734;10,212807;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1730";"Equisetum fluviatile L.";56,082295;10,21676;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1731";"Equisetum fluviatile L.";56,059367;10,188819;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1732";"Equisetum fluviatile L.";56,055348;10,182331;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1733";"Equisetum fluviatile L.";56,071394;10,205811;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1734";"Equisetum fluviatile L.";56,072779;10,208351;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1735";"Equisetum fluviatile L.";56,079292;10,200273;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1736";"Equisetum fluviatile L.";56,079052;10,180454;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1737";"Equisetum fluviatile L.";56,079524;10,203205;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1738";"Equisetum fluviatile L.";56,07967;10,196557;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1739";"Equisetum fluviatile L.";56,079897;10,191601;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1740";"Equisetum fluviatile L.";56,052258;10,211909;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1741";"Equisetum fluviatile L.";56,055384;10,182316;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1742";"Equisetum fluviatile L.";56,080907;10,213451;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1743";"Equisetum fluviatile L.";56,071438;10,205925;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1744";"Equisetum fluviatile L.";56,072779;10,208351;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1745";"Equisetum fluviatile L.";56,08088;10,190956;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1746";"Equisetum fluviatile L.";56,071249;10,205238;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1747";"Equisetum fluviatile L.";56,079171;10,181132;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1748";"Equisetum fluviatile L.";56,078791;10,196353;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1749";"Equisetum fluviatile L.";56,079529;10,199975;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1750";"Equisetum fluviatile L.";56,07957;10,201262;"Equisetaceae";"Equisetum";"Equisetum fluviatile"
"1751";"Galium palustre L.";56,052012;10,212634;"Rubiaceae";"Galium";"Galium palustre"
"1752";"Galium palustre L.";56,075427;10,154979;"Rubiaceae";"Galium";"Galium palustre"
"1753";"Galium palustre L.";56,055348;10,182331;"Rubiaceae";"Galium";"Galium palustre"
"1754";"Galium palustre L.";56,07257;10,209591;"Rubiaceae";"Galium";"Galium palustre"
"1755";"Galium palustre L.";56,073681;10,217234;"Rubiaceae";"Galium";"Galium palustre"
"1756";"Galium palustre L.";56,071982;10,216861;"Rubiaceae";"Galium";"Galium palustre"
"1757";"Galium palustre L.";56,06983;10,20676;"Rubiaceae";"Galium";"Galium palustre"
"1758";"Galium palustre L.";56,079292;10,200273;"Rubiaceae";"Galium";"Galium palustre"
"1759";"Galium palustre L.";56,079052;10,180454;"Rubiaceae";"Galium";"Galium palustre"
"1760";"Galium palustre L.";56,082899;10,189229;"Rubiaceae";"Galium";"Galium palustre"
"1761";"Galium palustre L.";56,079522;10,202571;"Rubiaceae";"Galium";"Galium palustre"
"1762";"Galium palustre L.";56,08085;10,190616;"Rubiaceae";"Galium";"Galium palustre"
"1763";"Galium palustre L.";56,050531;10,156879;"Rubiaceae";"Galium";"Galium palustre"
"1764";"Galium palustre L.";56,082362;10,196913;"Rubiaceae";"Galium";"Galium palustre"
"1765";"Galium palustre L.";56,052258;10,211909;"Rubiaceae";"Galium";"Galium palustre"
"1766";"Galium palustre L.";56,080907;10,213451;"Rubiaceae";"Galium";"Galium palustre"
"1767";"Galium palustre L.";56,050504;10,156846;"Rubiaceae";"Galium";"Galium palustre"
"1768";"Galium palustre L.";56,079171;10,181132;"Rubiaceae";"Galium";"Galium palustre"
"1769";"Galium palustre L.";56,084238;10,189724;"Rubiaceae";"Galium";"Galium palustre"
"1770";"Galium palustre L.";56,079529;10,199975;"Rubiaceae";"Galium";"Galium palustre"
"1771";"Galium palustre L.";56,079522;10,20257;"Rubiaceae";"Galium";"Galium palustre"
"1772";"Galium palustre L.";56,048496;10,204697;"Rubiaceae";"Galium";"Galium palustre"
"1773";"Galium palustre L.";56,051408;10,208754;"Rubiaceae";"Galium";"Galium palustre"
"1774";"Lolium perenne L.";56,048506;10,204344;"Poaceae";"Lolium";"Lolium perenne"
"1775";"Lolium perenne L.";56,082295;10,21676;"Poaceae";"Lolium";"Lolium perenne"
"1776";"Lolium perenne L.";56,072779;10,208351;"Poaceae";"Lolium";"Lolium perenne"
"1777";"Lolium perenne L.";56,073681;10,217234;"Poaceae";"Lolium";"Lolium perenne"
"1778";"Lolium perenne L.";56,07957;10,187719;"Poaceae";"Lolium";"Lolium perenne"
"1779";"Lolium perenne L.";56,084259;10,196308;"Poaceae";"Lolium";"Lolium perenne"
"1780";"Lolium perenne L.";56,076336;10,205458;"Poaceae";"Lolium";"Lolium perenne"
"1781";"Lolium perenne L.";56,078292;10,197535;"Poaceae";"Lolium";"Lolium perenne"
"1782";"Lolium perenne L.";56,050957;10,154467;"Poaceae";"Lolium";"Lolium perenne"
"1783";"Lolium perenne L.";56,050254;10,158509;"Poaceae";"Lolium";"Lolium perenne"
"1784";"Lolium perenne L.";56,054138;10,153856;"Poaceae";"Lolium";"Lolium perenne"
"1785";"Lolium perenne L.";56,067315;10,183961;"Poaceae";"Lolium";"Lolium perenne"
"1786";"Lolium perenne L.";56,052191;10,212322;"Poaceae";"Lolium";"Lolium perenne"
"1787";"Lolium perenne L.";56,082295;10,21676;"Poaceae";"Lolium";"Lolium perenne"
"1788";"Lolium perenne L.";56,06372;10,168233;"Poaceae";"Lolium";"Lolium perenne"
"1789";"Lolium perenne L.";56,066384;10,181109;"Poaceae";"Lolium";"Lolium perenne"
"1790";"Lolium perenne L.";56,072652;10,208549;"Poaceae";"Lolium";"Lolium perenne"
"1791";"Lolium perenne L.";56,070666;10,210499;"Poaceae";"Lolium";"Lolium perenne"
"1792";"Lolium perenne L.";56,073759;10,217279;"Poaceae";"Lolium";"Lolium perenne"
"1793";"Lolium perenne L.";56,050254;10,158509;"Poaceae";"Lolium";"Lolium perenne"
"1794";"Lolium perenne L.";56,084242;10,19;"Poaceae";"Lolium";"Lolium perenne"
"1795";"Lolium perenne L.";56,077924;10,186484;"Poaceae";"Lolium";"Lolium perenne"
"1796";"Lolium perenne L.";56,076294;10,205498;"Poaceae";"Lolium";"Lolium perenne"
"1797";"Agrostis stolonifera L.";56,075516;10,161875;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1798";"Agrostis stolonifera L.";56,059314;10,18862;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1799";"Agrostis stolonifera L.";56,055348;10,182331;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1800";"Agrostis stolonifera L.";56,07257;10,209591;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1801";"Agrostis stolonifera L.";56,070666;10,210499;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1802";"Agrostis stolonifera L.";56,079386;10,199309;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1803";"Agrostis stolonifera L.";56,078759;10,179806;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1804";"Agrostis stolonifera L.";56,077996;10,186531;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1805";"Agrostis stolonifera L.";56,079524;10,203205;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1806";"Agrostis stolonifera L.";56,079897;10,191601;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1807";"Agrostis stolonifera L.";56,050957;10,154467;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1808";"Agrostis stolonifera L.";56,050254;10,158509;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1809";"Agrostis stolonifera L.";56,06798;10,185607;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1810";"Agrostis stolonifera L.";56,052258;10,211909;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1811";"Agrostis stolonifera L.";56,055384;10,182316;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1812";"Agrostis stolonifera L.";56,080907;10,213451;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1813";"Agrostis stolonifera L.";56,070666;10,210499;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1814";"Agrostis stolonifera L.";56,050645;10,155229;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1815";"Agrostis stolonifera L.";56,050504;10,156846;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1816";"Agrostis stolonifera L.";56,079626;10,185594;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1817";"Agrostis stolonifera L.";56,079171;10,181132;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1818";"Agrostis stolonifera L.";56,077924;10,186484;"Poaceae";"Agrostis";"Agrostis stolonifera"
"1819";"Lysimachia nummularia L.";56,059452;10,210957;"Primulaceae";"Lysimachia";"Lysimachia nummularia"
"1820";"Lysimachia nummularia L.";56,068215;10,210563;"Primulaceae";"Lysimachia";"Lysimachia nummularia"
"1821";"Lysimachia nummularia L.";56,052734;10,212807;"Primulaceae";"Lysimachia";"Lysimachia nummularia"
"1822";"Lysimachia nummularia L.";56,06101;10,165612;"Primulaceae";"Lysimachia";"Lysimachia nummularia"
"1823";"Lysimachia nummularia L.";56,073951;10,154553;"Primulaceae";"Lysimachia";"Lysimachia nummularia"
"1824";"Lysimachia nummularia L.";56,055348;10,182331;"Primulaceae";"Lysimachia";"Lysimachia nummularia"
"1825";"Lysimachia nummularia L.";56,071394;10,205811;"Primulaceae";"Lysimachia";"Lysimachia nummularia"
